,screen_name,idx,clean_text,selection,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
19061,nypost,19061,Trump says he is not planning to fire Mueller,angry,Real,1,129,-12.4,10.2,141.5,-0.08,0.22,-0.187,1.63,0.0,0.9,0.26,0.3,1.52,1.11,0.0,0.0,0.55,1.06,0.0,0.0,0.0,0.0,1.94,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5411717295646667,0.2588830888271332,0.19994522631168365,0.11847931891679764,0.8815206289291382,0.0,0.6660052537918091,2.1823932883080488e-08,0.2977408170700073,0.007905885577201843,0.02721499279141426,2.4327095005105548e-08,0.0011330194538459182
18707,nypost,18707,CNN to boycott Trump’s Christmas party,angry,Real,1,129,-10.4,23.0,135.1,-0.135,0.218,-0.061,2.2,0.19,2.24,0.0,1.11,2.3,1.43,0.96,0.0,0.0,1.45,0.0,0.0,0.0,0.09,1.36,0.67,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4483485519886017,0.40561482310295105,0.14603659510612488,0.0,0.0,1.0,0.6521105170249939,0.010559773072600365,0.1426597684621811,0.004135759547352791,0.04551101475954056,0.004499190952628851,0.1405239701271057
14677,nypost,14677,Queen’s bra-fitter says she was stripped of royal warrant over memoir,angry,Real,1,69,4.1,19.4,122.6,-0.146,0.003,0.047,0.29,0.0,3.22,0.23,2.05,4.15,3.21,2.51,0.2,2.5,1.51,1.68,0.85,0.13,0.51,1.86,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4773577153682709,0.4002075493335724,0.12243473529815674,0.040214695036411285,0.9597852826118469,0.0,0.6445525884628296,0.0007235170342028141,0.2607782483100891,0.0001891295105451718,0.09258639067411423,0.0005758714978583157,0.0005941836279816926
2136,nypost,2136,Louis C.K. has been accused of sexual misconduct by five women,angry,Real,1,23,-7.7,26.0,145.3,-0.115,0.137,-0.232,0.0,0.01,0.0,0.0,0.0,0.45,0.0,1.31,0.08,0.36,0.78,1.75,0.0,0.33,0.0,1.28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.49309805035591125,0.2808251678943634,0.22607681155204773,0.21602731943130493,0.6483169198036194,0.13565577566623688,0.6331126093864441,0.0013028852408751845,0.1226203665137291,0.001655503292568028,0.23584306240081787,0.0021562501788139343,0.0033092782832682133
14419,nypost,14419,De Blasio re-appoints judge who went easy on accused killer,angry,Real,1,22,5.2,9.4,147.4,0.019,-0.103,0.035,0.0,0.0,1.1,0.0,1.19,0.61,1.83,2.78,0.68,0.0,1.61,0.09,0.68,0.0,1.59,0.22,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4461539387702942,0.3755781948566437,0.17826788127422333,0.0,0.47586068511009216,0.5241392850875854,0.5583829283714294,0.19935822486877441,0.14642146229743958,0.0066804164089262486,0.08221089839935303,0.001185614033602178,0.00576044712215662
6604,nypost,6604,Trump thanks Putin for kind words about US economy,angry,Real,1,111,8.3,28.4,134.4,-0.062,0.066,0.038,1.65,0.0,0.68,0.93,2.07,4.84,0.74,1.26,1.51,0.65,1.58,0.5,0.99,0.35,1.16,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3834301233291626,0.5563757419586182,0.060194119811058044,0.16227054595947266,0.8377294540405273,0.0,0.5455858111381531,0.0056390175595879555,0.060484908521175385,7.708277553319931e-05,0.2802918255329132,0.014405752532184124,0.09351557493209839
7602,nypost,7602,Trump heads to Mar-a-Lago fundraiser amid shutdown fears,angry,Real,1,129,-4.7,8.0,150.7,0.06,0.295,-0.092,1.91,0.0,1.75,0.82,0.79,1.59,0.35,1.27,0.12,1.83,0.75,0.92,0.0,0.18,0.0,0.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.44009754061698914,0.46572911739349365,0.0941733717918396,0.0,0.0,1.0,0.5443562865257263,2.7615278952453082e-08,0.001721095759421587,9.624897938920185e-05,0.10019607096910477,1.584119218023261e-06,0.35362863540649414
5196,nypost,5196,"Mueller wants to question Trump about Comey, Flynn firings",angry,Real,1,76,2.8,7.4,117.4,-0.134,-0.069,-0.082,0.87,2.02,0.0,1.38,0.16,0.27,0.96,0.47,0.47,0.55,1.52,0.0,1.59,0.07,1.92,2.34,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5018128156661987,0.3799459636211395,0.11824122816324234,0.0,0.572761058807373,0.42723891139030457,0.5394487977027893,1.5162579529715003e-06,0.2614229917526245,0.0005713446880690753,0.19482426345348358,0.0012158346362411976,0.002515232190489769
18842,nypost,18842,Texas church shooting victims’ ages range from 5 to 72,angry,Real,1,-1,14.0,7.9,159.7,0.079,-0.003,-0.033,0.66,0.0,0.0,0.66,1.23,0.38,0.86,1.27,1.07,3.32,0.0,2.16,0.56,0.61,0.0,0.57,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5502724051475525,0.2758610248565674,0.17386654019355774,0.19081471860408783,0.7024704217910767,0.10671485960483551,0.5368724465370178,2.185516177755087e-11,7.799514423822984e-05,4.631574768154678e-08,0.46165359020233154,3.745108390074137e-12,0.0013960014330223203
438,nypost,438,Trump ordered lawyer to stop Sessions from recusing himself,angry,Real,1,116,0.9,4.4,121.6,-0.018,-0.024,-0.126,0.13,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.44,0.67,0.0,0.0,0.13,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2321460098028183,0.7678539752960205,0.0,0.0,0.0,1.0,0.49992865324020386,0.004760710522532463,0.04596194997429848,0.03541336581110954,0.3694356083869934,0.0008867232827469707,0.04361296072602272
1910,nypost,1910,"""The Chew"" spits out Mario Batali",angry,Real,1,47,16.5,21.4,144.0,-0.08,-0.244,-0.034,0.0,0.0,0.0,0.0,0.6,0.0,0.72,0.86,0.0,0.0,1.85,1.1,0.0,0.04,0.0,0.93,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4216460883617401,0.4199341833591461,0.1584196835756302,0.0,0.0,1.0,0.4756360352039337,0.025591909885406494,0.24664238095283508,0.0025449420791119337,0.011783964931964874,0.23405593633651733,0.003744838060811162
4371,nypost,4371,Trove of stolen John Lennon memorabilia recovered in Germany,angry,Real,1,-1,4.1,22.6,122.9,-0.048,-0.015,0.089,2.76,1.52,0.08,1.95,0.59,0.51,0.0,0.9,1.68,1.65,0.0,0.0,0.41,0.0,2.49,0.92,0.89,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3009825348854065,0.6990174651145935,0.0,0.2502259612083435,0.4169316589832306,0.3328423798084259,0.46175360679626465,9.44548439463233e-10,0.01490907184779644,0.4968688488006592,0.008574285544455051,0.0017748450627550483,0.016119305044412613
12105,nypost,12105,"WWE wrestler arrested, charged with battery of pro-wrestler wife",angry,Real,1,-1,14.8,4.5,141.5,-0.106,0.027,0.021,1.23,1.85,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.61,1.01,1.37,0.0,0.13,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4780682325363159,0.47422948479652405,0.04770224541425705,0.0,0.0,1.0,0.42515507340431213,4.891619391855784e-05,0.0011228545336052775,0.050269924104213715,0.10510917752981186,0.0027724660467356443,0.4155215919017792
9772,nypost,9772,Joss Whedon lashes out at Trump on Twitter,angry,Real,1,-1,2.2,5.1,138.8,-0.174,0.005,-0.236,1.76,0.0,0.25,0.08,0.72,3.28,0.86,0.72,0.1,0.0,0.28,1.36,0.39,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.34540608525276184,0.6317604184150696,0.022833501920104027,0.19591471552848816,0.8040852546691895,0.0,0.41404426097869873,0.00011659965093713254,0.017281770706176758,0.034641083329916,0.4806930422782898,0.0002291408454766497,0.05299408733844757
5430,nypost,5430,How a 70-year-old subway singer landed a record deal,angry,Real,1,-1,3.6,20.6,125.1,-0.152,0.13,-0.128,1.86,0.25,0.0,0.0,1.61,0.61,0.95,2.18,1.91,0.0,1.11,0.0,0.0,0.41,2.77,1.75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3538484275341034,0.646151602268219,0.0,0.1004905253648758,0.767303466796875,0.1322060078382492,0.40267622470855713,1.6638786348721624e-07,0.3501899242401123,0.03779859095811844,0.07811622321605682,0.1301421821117401,0.0010767003986984491
3997,nypost,3997,LAPD is investigating the rape claim against Ed Westwick,angry,Real,1,-1,14.7,23.3,136.3,-0.169,-0.012,0.009,0.59,0.51,0.41,0.07,0.0,1.55,0.61,0.0,0.0,0.0,1.32,0.44,0.31,0.08,0.33,1.09,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3110799789428711,0.5346962213516235,0.15422376990318298,0.22587934136390686,0.6413822770118713,0.13273832201957703,0.3847396969795227,2.0655545085901394e-05,0.062266577035188675,0.0012632005382329226,0.060292597860097885,5.4660260502714664e-05,0.49136266112327576
5373,nypost,5373,‘Road rage’ cop found not guilty in shooting of unarmed man,angry,Real,1,-1,5.7,19.4,149.3,-0.082,0.197,-0.105,0.0,0.0,0.0,0.09,0.76,1.57,0.0,0.0,0.52,0.66,0.35,0.14,0.07,0.0,0.04,1.06,0.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3709244728088379,0.34033203125,0.2887434661388397,0.0,0.18821988999843597,0.8117800951004028,0.3686775863170624,1.5454369554912528e-12,1.900810639199335e-05,7.985103422925022e-08,0.33920273184776306,7.473130187590771e-13,0.29210054874420166
3818,nypost,3818,JUST IN: Senate leaders strike a deal to reopen government after three-day standoff,angry,Real,1,80,10.5,10.6,133.6,-0.25,0.046,0.034,0.6,0.86,0.82,1.92,0.61,0.0,0.24,1.16,0.89,1.65,1.62,2.42,1.56,0.78,0.04,1.61,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5320793986320496,0.41806358098983765,0.049856998026371,0.021701734513044357,0.14043845236301422,0.8378598093986511,0.3645113706588745,0.14659836888313293,0.22954347729682922,0.06737853586673737,0.003154164645820856,0.17683278024196625,0.011981265619397163
6077,nypost,6077,Tyrese plans to represent himself in court after his attorney drops out,angry,Real,1,-1,-8.6,7.1,127.0,-0.197,0.004,-0.037,0.0,1.55,0.0,0.0,0.24,0.0,0.76,0.11,0.42,1.45,1.78,0.62,1.61,0.23,0.96,0.33,1.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.40833544731140137,0.4317663609981537,0.15989825129508972,0.0,0.0,1.0,0.3344273865222931,0.00053960713557899,0.27079254388809204,0.0009144984651356936,0.0707152932882309,5.08463526784908e-05,0.32255983352661133
1975,nypost,1975,Jake Gyllenhaal could potentially replace Ben Affleck as Batman:,angry,Real,1,-1,-3.0,33.1,141.6,-0.007,0.21,-0.06,0.37,0.0,1.2,0.0,0.06,0.46,0.74,0.0,0.0,1.63,0.71,0.0,0.0,0.0,0.76,1.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42595189809799194,0.42706191539764404,0.1469862163066864,0.21408997476100922,0.32424408197402954,0.46166592836380005,0.33069854974746704,5.841489943668454e-13,8.620214764221146e-09,0.0003264006518293172,0.6660323143005371,6.320930107453493e-13,0.0029427343979477882
19943,nypost,19943,"Model staged kidnapping for fame, suspect claims",angry,Real,1,-1,8.7,17.0,131.1,-0.064,-0.107,-0.101,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.75,0.76,0.97,0.0,1.28,0.13,0.28,0.53,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.31927111744880676,0.47249987721443176,0.2082289755344391,0.0,0.8540330529212952,0.14596699178218842,0.32159459590911865,0.02098269946873188,0.037068337202072144,0.11204794049263,0.43056797981262207,0.0013022123603150249,0.07643616944551468
83,nypost,83,"Al Franken has been cut from the PBS special, ""David Letterman: The Mark Twain Prize""",angry,Real,1,84,-2.3,18.3,132.6,-0.171,-0.026,0.203,0.71,0.91,1.52,0.0,0.92,0.04,1.39,1.64,0.45,2.14,1.6,1.47,1.62,0.0,0.0,0.0,0.36,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.46205297112464905,0.5379470586776733,0.0,0.08462291955947876,0.8370070457458496,0.0783701241016388,0.31857138872146606,3.660551374196075e-05,0.00567201804369688,0.00015532594989053905,0.14054661989212036,6.931785264896462e-06,0.5350110530853271
941,nypost,941,UN human rights office calls Trump’s ‘shithole’ remark ‘shameful’ and ‘racist’,angry,Real,1,129,5.4,20.3,154.5,-0.118,0.107,-0.025,1.12,0.0,2.29,0.0,0.12,1.34,0.49,0.0,0.0,1.12,1.52,0.81,1.38,0.26,0.0,0.0,1.27,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4167088270187378,0.583291232585907,0.0,0.0,0.27489274740219116,0.7251072525978088,0.3096352815628052,7.461327413693652e-07,0.009061144664883614,1.3296321412781253e-06,0.38293954730033875,7.103801635821583e-08,0.29836177825927734
8816,nypost,8816,White House voicemail blames Democrats for shutdown,angry,Real,1,129,6.2,18.4,127.3,-0.167,-0.218,0.016,1.16,0.61,0.7,0.0,1.48,2.95,0.85,2.61,0.47,1.31,2.3,0.17,1.14,0.0,2.71,1.31,1.41,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3875575661659241,0.4404076337814331,0.1720348447561264,0.0,0.6058013439178467,0.3941986858844757,0.29674869775772095,0.0017214660765603185,0.4788588881492615,0.001138926949352026,0.1981859654188156,0.010116210207343102,0.01322985254228115
11373,nypost,11373,Jeffrey Tambor calls latest sexual harassment claim an ‘enthusiastic farewell’,angry,Real,1,-1,7.7,21.9,140.3,-0.101,0.107,-0.116,1.02,1.15,0.33,1.13,0.2,0.0,0.0,0.01,0.14,0.41,1.14,0.97,0.84,0.5,0.13,0.73,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4225316345691681,0.4969659149646759,0.08050239831209183,0.1414732187986374,0.0,0.8585267663002014,0.293439120054245,0.0009081634925678372,0.5809852480888367,0.0006941186147741973,0.04115675762295723,0.05875365063548088,0.02406291663646698
19469,nypost,19469,Internet falls for joke that Trump watches ‘Gorilla Channel’,angry,Real,1,129,1.2,5.0,115.6,-0.126,0.001,0.043,1.58,0.04,1.19,0.4,1.94,3.59,1.61,1.11,0.55,0.78,2.49,0.1,2.48,0.0,2.59,1.75,0.82,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5616381764411926,0.3070175349712372,0.13134430348873138,0.0,0.0,1.0,0.2867752015590668,0.11899705231189728,0.3664934039115906,0.001732931355945766,0.19746655225753784,0.026833103969693184,0.0017017936334013939
8066,nypost,8066,Browns realize they’ve made a huge mistake … again,angry,Real,1,-1,12.9,20.9,146.7,0.036,-0.267,0.025,0.0,0.0,0.58,1.02,0.05,0.0,0.96,1.97,0.0,0.04,2.15,0.0,0.13,0.03,0.78,1.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4012138247489929,0.5538641810417175,0.04492202773690224,0.026539966464042664,0.0,0.9734600186347961,0.28552985191345215,1.8979496019255748e-07,0.016344936564564705,0.0009752917103469372,0.4354841709136963,8.944974251789972e-05,0.2615761160850525
17418,nypost,17418,Zimbabwe swears in new leader Emmerson Mnangagwa,angry,Real,1,-1,14.0,19.2,152.4,-0.082,0.058,-0.035,0.0,0.0,0.69,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.66,0.28,2.66,0.45,0.4,0.08,0.33,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.35194075107574463,0.6280633807182312,0.019995883107185364,0.0,0.0,1.0,0.2853735685348511,1.5558473478449741e-06,0.04602136090397835,9.749630407895893e-06,0.6022820472717285,1.2875838137915707e-06,0.06631040573120117
12676,CNNPolitics,12676,"Who is Doug Jones, the Democrat running for Senate in Alabama?",happy,Real,1,64,22.6,25.0,164.4,0.037,-0.216,0.08,0.0,0.0,0.31,0.0,1.91,1.76,0.82,2.42,2.38,0.78,0.72,0.0,0.0,0.0,1.87,1.09,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26071280241012573,0.7392871975898743,0.0,0.04341672360897064,0.46609267592430115,0.490490585565567,1.9266996886813104e-09,1.518047256301174e-27,1.1266186178686844e-15,1.0,1.563064287106019e-14,3.711459579339854e-13,3.577069264165851e-15
19867,CNNPolitics,19867,The 7 most revealing findings in the Virginia exit polls,happy,Real,1,-1,13.6,21.8,172.5,0.047,-0.019,0.103,0.99,2.63,0.0,0.55,1.53,0.27,0.57,2.32,2.82,2.31,0.0,1.08,0.0,0.0,2.31,0.71,1.6,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.08530966937541962,0.914690375328064,0.0,0.0,0.0,1.0,6.22238602480831e-19,1.2572687908315908e-32,9.645937703810903e-22,0.9999998807907104,2.5159375163064752e-15,2.503375062801183e-09,6.573389299546761e-08
19372,CNNPolitics,19372,President Trump's health: What we know so far,happy,Real,1,129,6.2,1.6,128.7,-0.136,-0.044,-0.049,0.0,0.0,0.0,0.0,3.03,2.82,0.77,1.0,2.82,1.93,0.84,0.67,1.1,0.9,0.64,1.43,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5280787944793701,0.2927760183811188,0.1791452169418335,0.0341363251209259,0.9391074776649475,0.026756249368190765,3.814278670688509e-09,1.1344697315151988e-18,4.3003899052873606e-11,0.9999996423721313,3.176549157046793e-08,2.1903832703173975e-07,1.1706914193609919e-07
11909,CNNPolitics,11909,Washington tells time in political bombshells | Analysis by CNN's Stephen Collinson,happy,Real,1,84,16.7,7.5,138.4,-0.085,-0.031,-0.06,0.33,0.59,1.85,0.59,2.19,0.98,0.0,1.34,2.86,1.92,0.0,0.0,1.21,0.0,1.46,0.1,0.33,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42746520042419434,0.5725347995758057,0.0,0.04807634279131889,0.7997120022773743,0.15221162140369415,2.016351800193661e-06,1.210906059121682e-17,3.166248079694567e-12,0.9999979734420776,1.1365696162002337e-09,5.389321242288371e-15,2.0201952610765517e-10
37,CNNPolitics,37,"Former first lady Laura Bush on the current first family: ""I wish them all the best""",happy,Real,1,-1,13.5,12.2,135.8,-0.001,-0.054,-0.021,0.13,0.0,0.0,0.86,2.2,2.02,0.05,1.14,3.37,2.1,0.0,0.0,0.35,0.0,2.05,1.02,0.67,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1706332415342331,0.8293668031692505,0.0,0.09506002068519592,0.9049399495124817,0.0,5.358072079281791e-15,5.2760692840047576e-30,8.676687212573342e-17,0.9999963045120239,8.017851139963117e-12,1.429003582131827e-08,3.645905508165015e-06
20483,CNNPolitics,20483,Republicans are struggling with their tax plan on the eve a self-imposed deadline,happy,Real,1,44,12.5,3.4,139.5,-0.09,-0.046,0.174,0.0,0.0,0.0,0.62,1.63,2.04,0.75,1.02,2.06,1.16,1.2,0.02,0.0,0.45,0.51,0.83,0.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.29558929800987244,0.70441073179245,0.0,0.10846675932407379,0.8684006929397583,0.023132512345910072,4.3633440327539574e-06,1.7018942219658774e-21,2.2167625957081327e-08,0.999995231628418,5.790463664112622e-09,3.021963266292005e-07,6.902324489743705e-09
19233,CNNPolitics,19233,President Trump does not take questions from reporters in China,happy,Real,1,136,16.4,17.2,119.5,-0.064,-0.152,0.108,1.17,0.85,0.0,0.0,2.75,3.03,1.27,3.09,2.28,0.63,2.54,0.0,0.67,0.0,0.92,0.0,0.74,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45883411169052124,0.4010123312473297,0.14015354216098785,0.09846588969230652,0.6525910496711731,0.24894306063652039,1.6536156181246042e-05,2.448128844285448e-14,1.213854687875937e-07,0.9999797344207764,3.438533440203173e-06,5.279338977171075e-17,1.614132827398862e-07
4344,CNNPolitics,4344,"Former Secretary of State Condoleezza Rice: Kim Jong Un is ""actually pretty clever""",happy,Real,1,-1,13.2,14.9,131.3,-0.041,-0.199,-0.088,0.0,0.0,0.21,0.0,0.51,1.34,1.06,0.98,1.31,1.11,0.36,0.85,1.12,0.0,0.45,0.74,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2862180769443512,0.7137819528579712,0.0,0.13480965793132782,0.753882110118866,0.11130816489458084,3.8503734922645805e-11,1.3420933060369276e-18,3.1864507560319666e-11,0.9999701976776123,7.602674486406613e-06,5.262199564981529e-09,2.2205402274266817e-05
9437,CNNPolitics,9437,"Danica Roem: ""A knowledgeable transgender person can do well in government""",happy,Real,1,13,11.3,29.9,169.8,-0.072,0.243,-0.151,0.94,0.62,0.51,1.6,1.62,0.01,0.0,0.96,1.33,2.02,0.0,0.13,0.71,0.0,1.65,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2716648280620575,0.4890448749065399,0.2392902970314026,0.0,0.40290775895118713,0.5970922112464905,1.2416281891525216e-10,2.935660023483755e-16,3.671968284990612e-11,0.9999293088912964,6.57633236755828e-09,4.949148202371134e-09,7.070336141623557e-05
13364,CNNPolitics,13364,Democratic women won big on election night,happy,Real,1,-1,1.5,26.1,137.4,-0.169,-0.084,0.037,0.4,0.0,0.39,0.0,1.56,1.77,2.46,2.44,1.21,2.29,0.99,0.0,0.45,0.0,1.29,0.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3054021894931793,0.616631031036377,0.07796676456928253,0.1792789101600647,0.3112991154193878,0.5094220042228699,2.2106210195715903e-09,7.107964824365487e-12,5.323793317302261e-08,0.9998897314071655,2.685733306861948e-07,1.8408057655960874e-07,0.00010978004866046831
4132,CNNPolitics,4132,The mystery over the attack on Rand Paul deepens | Analysis by CNN's Chris Cillizza,happy,Real,1,27,8.2,33.1,154.6,-0.261,0.143,-0.188,1.58,1.25,0.0,0.87,0.32,0.0,0.0,1.43,1.08,1.06,0.8,1.01,0.25,0.87,0.8,1.64,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5456869006156921,0.19582217931747437,0.2584908902645111,0.0,0.0,1.0,9.5782183962001e-08,1.7659182493037773e-12,1.8939859728561714e-05,0.9998846054077148,1.2015966888156981e-07,1.2423822681739694e-07,9.606216190150008e-05
8177,CNNPolitics,8177,How 2017's elections gave Democrats a recipe for big midterm wins,happy,Real,1,64,0.7,15.5,149.6,-0.071,0.161,0.029,0.0,0.0,0.27,0.0,0.6,0.0,0.23,0.8,1.41,0.0,0.0,0.0,0.16,0.0,0.97,0.53,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.24669279158115387,0.7533072233200073,0.0,0.10613980144262314,0.0,0.8938602209091187,6.564550858456641e-05,3.689674699103307e-08,0.00027178318123333156,0.999603807926178,5.8388493926031515e-05,3.232876721881439e-08,3.370425361026719e-07
17321,CNNPolitics,17321,"JUST IN: North Korea has fired a ballistic missile, South Korea says",happy,Real,1,-1,17.7,0.4,150.0,-0.098,-0.04,-0.076,0.0,0.0,0.65,0.0,1.43,1.79,1.3,2.23,1.31,1.61,0.85,0.0,0.0,0.0,0.91,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30208465456962585,0.6143288016319275,0.08358657360076904,0.0,0.15390349924564362,0.8460965156555176,6.9522252488241065e-06,2.997907310107171e-15,5.255621892547024e-12,0.9995602965354919,2.3400061763823032e-06,9.854799998265662e-08,0.0004303983587305993
