,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
36408,therussophile,19291,1575,Theresa May,"We may be at the beginning of “lettergate,” great as and even “greater than watergate!” -",Fake,2,122,1.2,26.3,131.4,-0.061,0.055,-0.051,1.3,0.0,0.0,0.19,1.77,1.69,0.1,1.23,1.98,0.59,0.08,0.0,0.17,0.0,1.91,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34363871812820435,0.6563612222671509,0.0,0.0,1.0,0.0,3.551401448476099e-07,1.4881887944184768e-09,1.2794889698852785e-05,0.9998917579650879,2.944690095318947e-05,3.573162388192941e-08,6.567770469700918e-05
24419,SputnikInt,11950,4247,Theresa May,'we will not be derailed': @theresa_may's firm course for 'successful' #brexit,Fake,2,122,9.7,3.3,123.7,0.002,-0.159,-0.13,0.28,0.0,0.0,0.39,0.35,0.0,0.44,0.44,0.28,0.0,0.08,0.0,0.0,0.0,0.0,0.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.376246839761734,0.6106348633766174,0.013118302449584007,0.1005890965461731,0.8978981971740723,0.0015127093065530062,1.3505424476534245e-06,4.3133435191633485e-12,0.01334203127771616,0.0010614687344059348,0.015596295706927776,1.64950320069579e-09,0.969998836517334
24428,SputnikInt,23965,21334,Theresa May,'we will not be derailed': @theresa_may's firm course for 'successful' #brexit #brexitdeal,Fake,2,122,9.7,3.3,123.7,0.002,-0.159,-0.13,0.28,0.0,0.0,0.39,0.35,0.0,0.44,0.44,0.28,0.0,0.08,0.0,0.0,0.0,0.0,0.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.376246839761734,0.6106348633766174,0.013118302449584007,0.1005890965461731,0.8978981971740723,0.0015127093065530062,1.3505424476534245e-06,4.3133435191633485e-12,0.01334203127771616,0.0010614687344059348,0.015596295706927776,1.64950320069579e-09,0.969998836517334
16065,business,4898,9279,Theresa May,Eight things we learned about u.k. Politics during theresa may's november chaos,Real,2,122,5.8,12.1,145.6,0.109,0.006,-0.088,0.04,0.41,1.28,0.0,0.0,0.0,0.57,0.0,0.0,1.32,0.6,0.6,0.42,0.47,0.0,1.13,1.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4651046395301819,0.44590723514556885,0.08898813277482986,0.0479140542447567,0.9520859122276306,0.0,0.01929526776075363,3.5162274798494764e-06,0.029435986652970314,5.7819546782411635e-05,0.4818902611732483,0.00015330205496866256,0.46916380524635315
37495,SputnikInt,17808,35463,Theresa May,"Breakthrough we needed: #uk, #eu #brexit talks move forward",Fake,2,122,26.4,12.5,166.8,0.087,0.096,0.071,0.54,0.0,0.03,0.56,1.94,3.97,0.0,0.19,1.14,0.0,0.17,0.0,0.68,0.32,0.15,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45901960134506226,0.4532051086425781,0.08777531236410141,0.14334943890571594,0.8240865468978882,0.032564032822847366,0.0907057523727417,0.0015136969741433859,0.6889535188674927,0.20677658915519714,0.011811129748821259,1.943004463100806e-05,0.00021981763711664826
33493,PressTV,323,30770,Theresa May,British pm hopes eu will respond 'positively' to #brexit offer,Fake,2,122,-3.0,16.5,141.8,-0.028,-0.169,-0.009,0.49,0.24,0.22,0.09,0.66,0.0,0.33,0.88,1.59,1.12,0.0,0.09,0.08,0.53,0.56,0.0,0.7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.500571072101593,0.49942898750305176,0.0,0.10139357298612595,0.8160867094993591,0.08251970261335373,9.001027137856e-06,1.4031749720477826e-11,0.004049126524478197,0.9956434965133667,0.00026794016594067216,5.6428227424021316e-08,3.0413808417506516e-05
28998,rinf_community,21684,23657,Theresa May,Video: secret 'crusader agenda' behind theresa may's 'proud' balfour declaration,Fake,2,122,13.3,17.5,130.9,-0.119,0.06,-0.02,0.26,0.0,0.6,1.01,1.26,1.5,0.95,0.17,1.07,1.02,1.37,0.15,0.41,0.29,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.475666880607605,0.3204442858695984,0.20388883352279663,0.03691615164279938,0.9630838632583618,0.0,0.0018030781066045165,5.886278700018011e-07,0.975143551826477,5.958647670922801e-05,0.02237607352435589,6.360804327698588e-09,0.0006170971319079399
13449,IrishTimes,21620,18923,Theresa May,► video: theresa may repays philip hammond's cough sweet favour,Real,2,122,2.7,13.5,130.7,-0.043,0.009,-0.058,0.0,0.0,0.0,0.0,0.84,0.91,0.46,0.0,0.21,0.0,0.0,0.24,1.1,0.19,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4694920480251312,0.3686630129814148,0.16184492409229279,0.1580561101436615,0.5851747393608093,0.2567691504955292,2.853039768524468e-05,7.184850687735889e-07,2.9718998121097684e-05,0.9998999834060669,2.637355100887362e-05,5.054789919967106e-10,1.475693625252461e-05
33336,SputnikInt,13449,37966,Theresa May,"#uk anti-#russia articles caused by @theresa_may's 'banquet speech,' budget debates",Fake,2,122,4.8,6.3,142.9,-0.108,0.168,-0.01,2.0,0.43,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.23,0.0,0.13,0.11,0.64,0.13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.490217387676239,0.34776875376701355,0.16201390326023102,0.005322181154042482,0.7523143291473389,0.24236340820789337,0.21368366479873657,0.006522856652736664,0.3073042035102844,0.30660614371299744,0.12301599979400635,1.0394720447948202e-05,0.04285672307014465
21684,SputnikInt,36408,21192,Theresa May,.@theresa_may and @emmanuelmacron resolve to deepen military ties #uk #france,Fake,2,122,8.7,14.1,137.2,-0.031,-0.001,-0.07,0.82,0.0,0.51,0.01,2.68,2.59,0.68,0.61,2.26,1.36,0.0,0.0,0.79,0.0,1.97,0.15,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.37162894010543823,0.6283711194992065,0.0,0.06433150917291641,0.8391531705856323,0.09651537984609604,8.049740429783014e-09,2.4725137899303323e-16,7.257150969053328e-08,0.9999357461929321,5.6177490478148684e-05,3.430351114275254e-08,7.966355951793958e-06
4067,business,16155,33090,Theresa May,"A transitional period is ""crucial"" to the success of brexit, theresa may tells businesses",Real,2,122,-5.7,16.6,128.4,-0.078,0.161,-0.038,0.58,0.0,0.13,0.0,1.8,1.64,1.08,1.13,1.07,0.0,0.92,0.0,0.2,0.0,0.39,0.93,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3793226182460785,0.6144118309020996,0.006265591364353895,0.04985211417078972,0.9501478672027588,0.0,0.771052360534668,1.6347874407074414e-05,0.20385096967220306,0.00013001231127418578,0.018447231501340866,0.006299696862697601,0.0002033538039540872
275,euronews,17914,1826,Theresa May,"Brexit makes uk a top global risk, say analysts",Real,2,122,13.6,1.6,146.1,-0.097,0.131,-0.085,0.14,0.0,0.0,0.55,1.22,0.53,0.3,0.32,0.76,0.0,0.25,0.0,0.66,0.89,1.16,0.55,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.37778717279434204,0.40571680665016174,0.21649600565433502,0.11520855873823166,0.8159331679344177,0.06885825097560883,1.601700660991412e-09,1.4116836232301016e-19,8.818997594062239e-05,0.6738965511322021,0.15278257429599762,2.8367333371193126e-08,0.17323267459869385
21205,Counter_info,4694,31191,Theresa May,Carillion: an insolvent british conglomerate awarded a £1.4 billion hs2 contract by an…,Fake,2,122,11.7,10.0,119.5,-0.042,-0.156,0.016,0.73,0.0,0.0,1.08,0.0,1.5,0.21,0.64,0.12,0.0,1.14,0.0,1.17,0.0,0.43,1.54,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3656979203224182,0.4852451682090759,0.14905689656734467,0.007560139987617731,0.9160778522491455,0.0763619914650917,0.0004575603816192597,2.041894731519278e-05,0.7165159583091736,0.04844198748469353,0.0024833688512444496,0.22429141402244568,0.0077893491834402084
8448,newscientist,22713,19468,Theresa May,Uk’s plastic bag ban is a pitiful attempt at a greener future,Real,2,122,2.9,10.9,133.7,-0.064,0.12,0.162,0.73,0.13,0.0,1.95,1.44,0.64,0.0,0.87,1.85,2.07,0.0,0.0,1.01,0.01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5566560626029968,0.28825604915618896,0.1550879031419754,0.0,0.0,1.0,0.501764178276062,0.00024916944676078856,0.17809079587459564,0.24761269986629486,0.03137045353651047,0.024782979860901833,0.01612972654402256
18251,business,35670,8135,Theresa May,France gets $62 million. Britain gets to borrow a wall hanging.,Real,2,122,3.4,11.2,136.3,0.097,0.091,-0.119,0.0,0.0,0.0,0.0,0.77,0.6,0.89,0.86,0.65,0.5,0.48,0.0,1.54,0.0,1.06,0.8,0.16,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4693017303943634,0.2583636939525604,0.2723345458507538,0.0612843781709671,0.9292414784431458,0.009474189952015877,0.0011251530377194285,0.15563945472240448,0.0018841421697288752,9.729041750006218e-08,0.8413504958152771,1.1526092080771377e-08,5.531118745238928e-07
34444,JournalNEO,24063,4067,Theresa May,"Theresa may jumps the russia bashing band wagon, again… #politics #europe #eu",Fake,2,122,-0.9,16.2,154.9,0.233,-0.093,0.027,0.34,0.0,0.43,0.0,1.99,1.65,1.46,1.27,1.83,2.39,0.03,0.0,0.6,0.4,1.39,0.64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4795527756214142,0.49358224868774414,0.02686489187180996,0.1727030724287033,0.0,0.8272969126701355,2.686395419004839e-05,5.4639094742015e-06,1.7274720676141442e-06,0.9889840483665466,5.3199255489744246e-05,3.777033953156206e-06,0.01092492789030075
32579,SputnikInt,33293,25315,Theresa May,British pm @theresa_may vows to protect west's interests from #russia's activities,Fake,2,122,23.3,16.8,143.0,-0.117,-0.155,0.049,0.93,0.0,0.0,0.64,0.95,1.25,0.77,1.39,0.0,0.0,1.33,0.0,2.28,0.0,0.22,0.05,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5062134265899658,0.36941713094711304,0.12436946481466293,0.006471038796007633,0.9935289621353149,0.0,0.6525763869285583,1.0926967880867111e-12,0.04224736616015434,0.0005677778972312808,0.0001937089255079627,1.0311023288522847e-06,0.30441367626190186
30641,SputnikInt,33493,11408,Theresa May,.@theresa_may's final days? dozens of british @conservatives want pm to step down #uk,Fake,2,122,2.9,20.3,125.8,-0.12,0.007,-0.02,1.12,0.52,0.84,1.08,0.77,0.0,0.0,0.06,1.38,0.95,0.85,0.81,0.33,0.47,0.41,0.0,0.06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.40548229217529297,0.5876991152763367,0.0068185641430318356,0.0,0.4787597060203552,0.5212402939796448,0.0054749613627791405,3.6177133511117177e-10,0.0004289439821150154,4.4502833418391674e-08,0.8879797458648682,9.068686357416311e-10,0.10611622035503387
13478,ReutersUK,17565,11103,Theresa May,Ceos urge british pm may to speed up brexit talks to avoid exodus,Real,2,122,7.3,15.2,138.4,-0.136,0.072,0.011,0.0,0.0,0.76,0.0,0.61,0.92,0.92,0.17,0.0,0.3,1.2,0.35,1.57,0.0,0.24,1.14,0.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5357859134674072,0.12326085567474365,0.34095320105552673,0.028021298348903656,0.947394609451294,0.024584027007222176,0.026131106540560722,0.00011022420221706852,0.38285350799560547,0.010647854767739773,0.29808518290519714,0.24625857174396515,0.03591364249587059
37245,SputnikInt,34444,32579,Theresa May,Opinion: will luck of the irish come back to haunt uk pm after #brexitdeal? #northernireland,Fake,2,122,8.8,8.9,150.6,-0.264,0.143,0.053,0.44,0.58,1.48,2.6,1.9,3.48,0.14,1.2,0.94,1.94,0.43,1.28,1.0,0.25,0.0,0.23,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5013246536254883,0.1500198245048523,0.34865549206733704,0.0,0.0,1.0,0.11048973351716995,0.0024219646584242582,0.8645790219306946,0.0053734686225652695,8.84809996932745e-05,0.017018413171172142,2.8905104045406915e-05
10586,thetimes,14792,31631,Theresa May,Support for theresa may rises by one point despite government chaos,Real,2,122,10.6,22.2,132.1,-0.086,-0.075,-0.059,0.03,0.0,0.0,0.0,0.65,1.82,1.09,0.98,1.23,1.24,1.01,1.01,0.42,0.9,0.85,1.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4413931667804718,0.43027034401893616,0.12833642959594727,0.01938953436911106,0.9806104898452759,0.0,0.20779646933078766,0.04743549972772598,0.3947298526763916,0.0007761133019812405,0.34183791279792786,0.0019265878945589066,0.005497529171407223
4215,France24_en,33496,5746,Theresa May,British pm launches code of conduct amid sex scandals,Real,2,122,2.5,11.9,138.2,-0.144,0.05,-0.036,0.44,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.58,0.33,0.07,1.71,0.16,0.0,0.93,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.42780041694641113,0.4855792820453644,0.0866202712059021,0.0500098280608654,0.9499901533126831,0.0,0.2184491604566574,0.07787248492240906,0.030011944472789764,0.2926478385925293,0.23767824470996857,0.005819860380142927,0.137520432472229
35670,PressTV,26458,34759,Theresa May,Turkish pm yildirim to meet theresa may in london,Fake,2,122,5.8,17.5,140.1,-0.068,-0.015,-0.036,0.17,0.0,0.3,0.06,2.09,2.49,0.79,0.13,1.11,0.92,0.0,0.0,1.45,0.57,0.97,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.49982699751853943,0.3659472167491913,0.1342257261276245,0.04693013057112694,0.0,0.9530698657035828,1.4321058472432924e-07,9.52030884682209e-11,0.00023599585983902216,0.9993552565574646,2.1998102965881117e-05,4.6347609895747155e-05,0.00034031676477752626
6498,STVNews,7684,8448,Theresa May,"#scotpapers for monday, november 13",Real,2,122,-0.3,33.7,136.0,-0.082,-0.147,0.063,0.46,0.7,0.0,0.0,0.6,0.0,0.24,0.19,1.35,1.55,0.6,0.0,0.96,0.0,1.89,1.11,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.45389091968536377,0.4637334644794464,0.0823756530880928,0.07978521287441254,0.0,0.9202147722244263,6.514233973575756e-06,2.5313016749350936e-07,4.852474376093596e-05,0.01451831217855215,0.00033304226235486567,5.547688033402665e-06,0.9850878119468689
36806,PressTV,20421,36539,Theresa May,#british pm blasts #trump’s ‘unhelpful’ #jerusalem al-quds move #freepalestine,Fake,2,122,16.8,11.7,139.3,-0.116,0.193,-0.039,0.99,0.0,0.1,0.22,0.28,0.37,0.09,0.0,0.0,0.0,0.09,0.0,0.03,0.0,0.61,1.38,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3935003876686096,0.5825715661048889,0.02392803691327572,0.11453203111886978,0.8854679465293884,0.0,0.011301509104669094,0.00013183325063437223,0.12209780514240265,0.7523964643478394,0.01851469650864601,0.0783659964799881,0.01719173975288868
4496,euronews,24059,11083,Theresa May,Uk and france announce joint military operations ahead of summit on changing relationship,Real,2,122,13.1,14.0,125.6,-0.0,-0.193,-0.076,0.0,0.11,0.29,0.0,0.41,0.0,0.58,1.1,0.28,0.0,0.0,0.0,0.58,0.0,0.0,0.41,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4143255949020386,0.19231238961219788,0.39336201548576355,0.07562334090471268,0.9033854007720947,0.020991262048482895,2.0659587818272485e-08,4.485337795623323e-11,0.9661630392074585,0.0027370150201022625,0.025415003299713135,0.00014309211110230535,0.005541808903217316
13217,Jerusalem_Post,19900,35237,Theresa May,"Netanyahu: 'when israelis and arabs agree on iran, the world should listen'",Real,2,122,8.1,9.5,124.3,-0.029,-0.074,-0.02,0.0,0.0,0.73,0.0,1.49,2.95,0.67,0.31,0.85,0.86,0.42,0.0,1.2,0.39,0.63,0.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5388251543045044,0.2660435140132904,0.19513128697872162,0.0,0.2757909893989563,0.7242090106010437,0.008598814718425274,4.624337816494517e-05,0.0006930730887688696,0.6829690337181091,0.025331320241093636,0.0046991994604468346,0.2776622772216797
3221,business,5443,33509,Theresa May,Only one side compromised for the brexit breakthrough,Real,2,122,-0.9,28.0,159.8,-0.142,0.15,-0.106,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4013625383377075,0.44056040048599243,0.15807713568210602,0.14237532019615173,0.3827507495880127,0.47487396001815796,1.5955384924382088e-06,5.437282365344277e-16,1.997422077693045e-05,2.417165312351699e-08,0.05994447320699692,4.460409092858081e-14,0.9400339126586914
13935,business,11567,27741,Theresa May,The brexit breakthrough is a rare moment in the sun for theresa may,Real,2,122,-17.9,11.8,130.8,-0.072,0.118,0.017,0.65,0.0,1.68,0.0,0.85,1.18,0.5,0.66,0.0,0.0,0.71,0.32,0.13,0.0,0.98,1.69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.45233967900276184,0.21262362599372864,0.3350366950035095,0.16373009979724884,0.5367404818534851,0.29952940344810486,0.02683471143245697,9.975083958124742e-05,0.8634956479072571,0.0005111986538395286,0.02554192580282688,0.00160484598018229,0.08191204071044922
32261,SputnikInt,1590,34932,Theresa May,#uk cabinet is in turmoil after 'orwellian' letter to british pm @theresa_may,Fake,2,122,5.7,11.0,132.6,-0.091,0.039,0.004,0.0,0.0,0.63,0.0,0.5,0.62,1.13,0.53,0.0,0.78,1.17,0.56,1.57,0.0,0.23,1.17,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5277391672134399,0.1514761596918106,0.32078471779823303,0.047557391226291656,0.7738628387451172,0.17857979238033295,0.06164753437042236,4.089168942300603e-05,0.10684201121330261,0.06803645193576813,0.11955774575471878,0.12014095485210419,0.523734450340271
329,STcom,37511,32510,Theresa May,British pm may pledges to protect europe from russian threats,Real,2,122,0.2,12.0,136.0,-0.086,0.017,0.005,0.0,0.0,0.86,0.0,0.24,1.11,0.95,0.46,0.0,0.51,0.9,0.5,1.24,0.0,0.0,1.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5585139393806458,0.2150871753692627,0.22639888525009155,0.012564071454107761,0.9874359369277954,0.0,0.0366206131875515,0.00048641179455444217,0.08827764540910721,0.002470087492838502,0.8678355813026428,0.0001526325213490054,0.004157123155891895
17808,France24_en,8471,24143,Theresa May,'all-consuming' brexit dictates - and jeopardises - may's agenda,Real,2,122,7.3,18.5,139.8,-0.065,0.031,0.022,0.26,0.0,1.49,0.0,1.89,2.54,0.74,0.62,1.05,1.36,0.42,0.0,2.01,0.1,0.94,0.6,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5027671456336975,0.24190782010555267,0.2553250193595886,0.0,0.00973956286907196,0.9902604818344116,1.3878401761147074e-09,1.2769162499086059e-15,4.755359217512023e-09,0.9999525547027588,1.218272558389799e-07,2.765055455711263e-07,4.7103640099521726e-05
23231,SputnikInt,36806,4215,Theresa May,#uk aims for leading role in harnessing ai technology #artificialintelligence,Fake,2,122,-6.3,17.3,138.9,-0.045,0.213,0.088,1.5,0.54,0.03,0.0,1.07,0.0,0.0,1.91,0.9,1.05,1.22,0.0,1.87,0.0,1.41,0.59,0.17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4685986042022705,0.47952327132225037,0.051878150552511215,0.0,0.6712799072265625,0.3287200927734375,0.01653790846467018,6.036792183294892e-05,0.8802642822265625,0.0020048462320119143,0.0070891971699893475,0.09362427890300751,0.0004191479238215834
27741,therussophile,13217,32893,Theresa May,Britain’s pm defends liberal world order -,Fake,2,122,10.7,25.9,121.6,-0.058,-0.113,0.061,0.59,0.0,0.0,0.43,1.88,1.69,1.53,1.03,1.43,1.48,0.85,0.0,0.34,0.0,1.86,1.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.513036847114563,0.32269999384880066,0.16426312923431396,0.016093840822577477,0.0,0.9839061498641968,0.30921679735183716,0.00041559513192623854,0.07299942523241043,0.16120335459709167,0.0942360982298851,0.08757921308279037,0.27434951066970825
30568,SputnikInt,275,32641,Theresa May,.@theresa_may's final days? dozens of british @conservatives want pm to step down,Fake,2,122,2.9,20.3,125.8,-0.12,0.007,-0.02,1.12,0.52,0.84,1.08,0.77,0.0,0.0,0.06,1.38,0.95,0.85,0.81,0.33,0.47,0.41,0.0,0.06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.40548229217529297,0.5876991152763367,0.0068185641430318356,0.0,0.4787597060203552,0.5212402939796448,0.0054749613627791405,3.6177133511117177e-10,0.0004289439821150154,4.4502833418391674e-08,0.8879797458648682,9.068686357416311e-10,0.10611622035503387
16336,business,13337,33336,Theresa May,Middle east blunders by theresa may’s top ministers are revealing her weakness,Real,2,122,-0.6,11.9,136.5,-0.172,-0.17,-0.145,1.23,1.16,0.0,1.74,1.61,0.0,0.0,0.0,2.13,0.14,0.0,0.0,1.05,0.76,1.04,0.26,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.44426870346069336,0.43179500102996826,0.12393631041049957,0.049250613898038864,0.3573001027107239,0.5934492945671082,0.00017399823991581798,1.3111265545484585e-11,0.07871628552675247,0.003932930529117584,0.6291681528091431,0.021061399951577187,0.2669472396373749
32660,RT_com,8474,32722,Theresa May,Meet theresa mccarthy – the maybot does russophobia (op-ed by @neilclark66),Fake,2,122,-2.8,20.7,122.2,-0.022,0.014,-0.16,0.65,0.0,1.85,0.0,0.96,0.23,0.69,1.79,1.3,0.07,0.0,0.0,0.01,0.0,2.01,0.23,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.51485675573349,0.2995559871196747,0.18558718264102936,0.030723251402378082,0.9692767262458801,0.0,0.0006470032967627048,1.0425116670376156e-05,0.6114625930786133,6.015473900333745e-06,0.3876759707927704,9.15611963137053e-07,0.00019706840976141393
33496,veteranstoday,14007,8182,Theresa May,Neo - theresa may jumps the russia bashing band wagon again - - pm theresa may uses rus...,Fake,2,122,-1.0,16.1,154.7,0.237,-0.095,0.029,0.2,0.0,0.27,0.0,1.95,1.62,1.57,1.49,1.75,2.41,0.22,0.0,0.68,0.48,1.38,0.81,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4737517535686493,0.5024835467338562,0.023764636367559433,0.2207866907119751,0.13478891551494598,0.6444244384765625,1.7195739928865805e-05,3.154398882543319e-06,9.260455726689543e-07,0.9868475794792175,3.2970812753774226e-05,4.118814558751183e-06,0.013094081543385983
7172,STcom,8887,10607,Theresa May,Britain's pm theresa may to pitch status quo brexit transition to parliament,Real,2,122,3.7,27.0,148.7,-0.128,-0.197,0.008,0.63,0.0,0.0,0.01,2.09,2.64,0.46,2.02,2.38,0.14,1.21,0.0,0.89,0.0,1.84,0.36,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.38307449221611023,0.6169255375862122,0.0,0.001354578766040504,0.9986454248428345,0.0,0.0013924242230132222,0.00016294579836539924,0.05351618677377701,0.170930877327919,0.5646142363548279,6.028845405126049e-07,0.20938269793987274
